产品网址：https://www.iscsemi.com/supply/4.html
产品结构：首页->产品

|产品名称|产品型号|功能描述|
|----|----|----|
|MOSFET 单管|无|无|

可国产化替代之型号,封装
R6535KNX1,TO-220
R6535KNX3,TO-220
R6535KNZ,TO-3PF
R6535KNZ1,TO-247
R6547ENZ1,TO-247
R6547KNZ1,TO-247
R6576ENZ1,TO-247
R6576KNZ1,TO-247
R8001CND,DPAK/TO-252
R8002ANJ,D²PAK/TO-263
R8002ANX,TO-220F
R8002CND,DPAK/TO-252
R8002KND3,DPAK/TO-252
R8002KNX,TO-220F
R8003KND3,DPAK/TO-252
R8005ANJ,D²PAK/TO-263
R8005ANX,TO-220F
R8006KND3,DPAK/TO-252
R8006KNX,TO-220F
R8007AND3,DPAK/TO-252
R8008ANJ,D²PAK/TO-263
R8008ANX,TO-220F
R8009KNX,TO-220F
R8010ANX,TO-220F
R8011KNX,TO-220F
RCJ050N25,D²PAK/TO-263
RCJ080N25,D²PAK/TO-263
RCJ081N20,D²PAK/TO-263
RCJ100N25,D²PAK/TO-263
RCJ120N20,D²PAK/TO-263
RCJ120N25,D²PAK/TO-263
RCJ160N20,D²PAK/TO-263
RCJ200N20,D²PAK/TO-263
RCJ220N25,D²PAK/TO-263
RCJ300N20,D²PAK/TO-263
RCJ330N25,D²PAK/TO-263
RCJ450N20,D²PAK/TO-263
RCJ510N25,D²PAK/TO-263
RCJ700N20,D²PAK/TO-263
RCX050N25,TO-220F
RCX051N25,TO-220F
RCX080N20,TO-220F
RCX080N25,TO-220F
RCX081N20,TO-220F
RCX100N25,TO-220F
RCX120N20,TO-220F
RCX120N25,TO-220F
RCX160N20,TO-220F
RCX200N20,TO-220F
RCX220N25,TO-220F
RCX300N20,TO-220F
RCX330N25,TO-220F
RCX450N20,TO-220F
RCX510N25,TO-220F
RCX511N25,TO-220F
RCX700N20,TO-220F
RD3G01BAT,DPAK/TO-252
RD3G03BAT,DPAK/TO-252
RD3G03BBG,TO-252/D-PAK
RD3G07BAT,DPAK/TO-252
RD3G07BBG,TO-252/D-PAK
RD3G400GN,DPAK/TO-252
RD3G500GN,DPAK/TO-252
RD3G600GN,DPAK/TO-252
RD3H045SP,DPAK/TO-252
RD3H080SP,DPAK/TO-252
RD3H160SP,DPAK/TO-252
RD3H200SN,DPAK/TO-252
RD3L01BAT,DPAK/TO-252
RD3L03BAT,DPAK/TO-252
RD3L03BBG,TO-252/D-PAK
RD3L050SN,DPAK/TO-252
RD3L07BAT,TO-252/D-PAK
RD3L07BBG,TO-252/D-PAK
RD3L080SN,DPAK/TO-252
RD3L08BGN,DPAK/TO-252
RD3L08CGN,DPAK/TO-252
RD3L140SP,DPAK/TO-252
RD3L150SN,DPAK/TO-252
RD3L220SN,DPAK/TO-252
RD3P01BAT,TO-252/D-PAK
RD3P02BAT,TO-252/D-PAK
RD3P03BBH,TO-252/D-PAK
RD3P050SN,DPAK/TO-252
RD3P05BAT,TO-252/D-PAK
RD3P07BBH,TO-252/D-PAK
RD3P08BBD,DPAK/TO-252
RD3P100SN,DPAK/TO-252
RD3P130SP,DPAK/TO-252
RD3P175SN,DPAK/TO-252
RD3P200SN,DPAK/TO-252
RD3R02BBH,TO-252/D-PAK
RD3R05BBH,TO-252/D-PAK
RD3S075CN,DPAK/TO-252
RD3S100CN,DPAK/TO-252
RD3T050CN,DPAK/TO-252
RD3T075CN,DPAK/TO-252
RD3T100CN,DPAK/TO-252
RD3U040CN,DPAK/TO-252
RD3U060CN,DPAK/TO-252
RD3U080CN,DPAK/TO-252
RFD12N06RLE,IPAK/TO-251
RFD12N06RLESM,DPAK/TO-252
RFD14N05,IPAK/TO-251
RFD14N05L,IPAK/TO-251
RFD14N05LSM,DPAK/TO-252
RFD14N05SM,DPAK/TO-252
RFD14N06,IPAK/TO-251
RFD14N06L,IPAK/TO-251
RFD14N06LSM,DPAK/TO-252
RFD14N06SM,DPAK/TO-252
RFD15N06,IPAK/TO-251
RFD15P05,IPAK/TO-251
RFD15P06,IPAK/TO-251
RFD15P06SM,DPAK/TO-252
RFD16N02LSM,DPAK/TO-252
RFD16N03L,IPAK/TO-251
RFD16N05L,IPAK/TO-251
RFD16N05LSM,DPAK/TO-252
RFD16N05SM,DPAK/TO-252
RFD16N06,IPAK/TO-251
RFD16N06LE,IPAK/TO-251
RFD16N06LESM,DPAK/TO-252
RFD16N06SM,DPAK/TO-252
RFD20N03,IPAK/TO-251
RFD20N03SM,DPAK/TO-252
RFD3055,IPAK/TO-251
RFD3055LE,IPAK/TO-251
RFD3055LESM,DPAK/TO-252
RFD3055SM,DPAK/TO-252
RFD3N08L,IPAK/TO-251
RFD4N06L,IPAK/TO-251
RFD4N06LSM,DPAK/TO-252
RFD7N10L,IPAK/TO-251
RFD7N10LESM,DPAK/TO-252
RFD8P05,IPAK/TO-251
RFD8P06E,IPAK/TO-251
RFD8P06ESM,DPAK/TO-252
RFG30P05,TO-247
RFG30P06,TO-247
RFG40N10,TO-247
RFG45N06,TO-247
RFG50N05,TO-247
RFG50N06,TO-247
RFG50P05,TO-247
RFG60P03,TO-247
RFG60P06,TO-247
RFG70N06,TO-247
RFG75N05E,TO-247
RFM10N12L,TO-3
RFM10N15L,TO-3
RFM10N45,TO-3
RFM10N50,TO-3
RFM12N08,TO-3
RFM12N10,TO-3
RFM12P08,TO-3
RFM12P10,TO-3
RFM15N05L,TO-3
RFM15N06L,TO-3
RFM25N06,TO-3
RFM3N45,TO-3
RFM3N50,TO-3
RJ1G08CGN,D²PAK/TO-263
RJ1G12BGN,D²PAK/TO-263
RJ1L08CGN,D²PAK/TO-263
RJ1L12BGN,D²PAK/TO-263
RJ1L12CGN,D²PAK/TO-263
RJ1L12DGN,D²PAK/TO-263
RJ1P12BBD,D²PAK/TO-263
RJJ0101DPD,DPAK/TO-252
RJJ0601JPE,D²PAK/TO-263
RJJ0601JPN,TO-220
RJJ0621DPP,TO-220F
RJJ1011DPD,DPAK/TO-252
RJK0323JPD,DPAK/TO-252
RJK0406JPE,D²PAK/TO-263
RJK0601DPN,TO-220
RJK0602DPN,TO-220
RJK0603DPN,TO-220
RJK0628JPE,D²PAK/TO-263
RJK0629DPE,D²PAK/TO-263
RJK0629DPK,TO-3P
RJK0629DPN,TO-220
RJK0629JPE,D²PAK/TO-263
RJK0630JPE,D²PAK/TO-263
RJK0631JPD,DPAK/TO-252
RJK0631JPE,D²PAK/TO-263
RJK0631JPR,TO-220F
RJK0632JPD,DPAK/TO-252
RJK0636JPD,DPAK/TO-252
RJK0701DPN,TO-220
RJK0701DPP,TO-220F
RJK0702DPN,TO-220
RJK0702DPP,TO-220F
RJK0703DPN,TO-220
RJK0703DPP,TO-220F
RJK0703DPP-A0,TO-220F
RJK1001DPN,TO-220
RJK1001DPP,TO-220F
RJK1001DPP-A0,TO-220F
RJK1002DPN,TO-220
RJK1002DPP,TO-220F
RJK1002DPP-A0,TO-220F
RJK1003DPN,TO-220
RJK1003DPP,TO-220F
RJK1003DPP-A0,TO-220F
RJK1008DPE,D²PAK/TO-263
RJK1008DPN,TO-220
RJK1008DPP,TO-220F
RJK1021DPE,D²PAK/TO-263
RJK1021DPN,TO-220
RJK1206JPD,DPAK/TO-252
RJK1209JPE,D²PAK/TO-263
RJK1525DPE,D²PAK/TO-263
RJK1525DPF,D²PAK/TO-263
RJK1525DPJ,I²PAK/TO-262
RJK1525DPP,TO-220F
RJK1526DPE,D²PAK/TO-263
RJK1526DPF,D²PAK/TO-263
RJK1526DPJ,I²PAK/TO-262
RJK1529DPK,TO-3P
RJK1535DPE,D²PAK/TO-263
RJK1535DPF,D²PAK/TO-263
RJK1535DPJ,I²PAK/TO-262
RJK1536DPE,D²PAK/TO-263
RJK1536DPN,TO-220
RJK1560DPP,TO-220F
RJK2006DPE,D²PAK/TO-263
RJK2006DPF,D²PAK/TO-263
RJK2006DPJ,I²PAK/TO-262
RJK2009DPM,TO-3PF
RJK2017DPE,D²PAK/TO-263
RJK2017DPP,TO-220F
RJK2017DPP-M0,TO-220F
RJK2061JPE,D²PAK/TO-263
RJK2062JPK,TO-3P
RJK2508DPK,TO-3P
RJK2511DPK,TO-3P
RJK3008DPK,TO-3P
RJK4002DPD,DPAK/TO-252
RJK4002DPH,IPAK/TO-251
RJK4002DPP,TO-220F
RJK4006DPD,DPAK/TO-252
RJK4006DPP,TO-220F
RJK4007DPP,TO-220F
RJK4012DPE,D²PAK/TO-263
RJK4013DPE,D²PAK/TO-263
RJK4014DPK,TO-3P
RJK4015DPK,TO-3P
RJK4018DPK,TO-3P
RJK4502DPD,DPAK/TO-252
RJK4512DPE,D²PAK/TO-263
RJK4512DPP,TO-220F
RJK4513DPE,D²PAK/TO-263
RJK4514DPK,TO-3P
RJK4518DPK,TO-3P
RJK4532DPD,DPAK/TO-252
RJK4532DPH,IPAK/TO-251
RJK5002DPD,DPAK/TO-252
RJK5003DPD,DPAK/TO-252
RJK5009DPP,TO-220F
RJK5012DPE,D²PAK/TO-263
RJK5012DPP,TO-220F
RJK5013DPE,D²PAK/TO-263
RJK5013DPK,TO-3P
RJK5013DPP,TO-220F
RJK5014DPK,TO-3P
RJK5014DPP,TO-220F
RJK5015DPK,TO-3P
RJK5015DPM,TO-3PF
RJK5018DPK,TO-3P
RJK5020DPK,TO-3P
RJK5026DPE,D²PAK/TO-263
RJK5026DPP,TO-220F
RJK5030DPD,DPAK/TO-252
RJK5030DPP,TO-220F
RJK5030DPP-M0,TO-220F
RJK5031DPD,DPAK/TO-252
RJK5032DPD,DPAK/TO-252
RJK5032DPH,IPAK/TO-251
RJK5032DPP,TO-220F
RJK5033DPD,DPAK/TO-252
RJK5033DPP,TO-220F
RJK5033DPP-M0,TO-220F
RJK5035DPP,TO-220F
RJK5035DPP-A0,TO-220F
RJK6002DPD,DPAK/TO-252
RJK6002DPE,D²PAK/TO-263
RJK6002DPH,IPAK/TO-251
RJK6006DPD,DPAK/TO-252
RJK6006DPP,TO-220F
RJK6006DPP-A0,TO-220F
RJK6009DPP,TO-220F
RJK6012DPE,D²PAK/TO-263
RJK6012DPP,TO-220FP
RJK6013DPE,D²PAK/TO-263
RJK6013DPP,TO-220FP
RJK6014DPK,TO-3P
RJK6014DPP,TO-220FP
RJK6015DPK,TO-3P
RJK6015DPM,TO-3PF
RJK6018DPK,TO-3P
RJK6018DPM,TO-3PF
RJK6020DPK,TO-3P
RJK6024DPD,DPAK/TO-252
RJK6024DPE,D²PAK/TO-263
RJK6025DPD,DPAK/TO-252
RJK6025DPE,D²PAK/TO-263
RJK6025DPH,IPAK/TO-251
RJK6026DPE,D²PAK/TO-263
RJK6026DPP,TO-220F
RJK6032DPD,DPAK/TO-252
RJK6032DPH,IPAK/TO-251
RJK6032DPP,TO-220F
RJK6034DPD,DPAK/TO-252
RJK6034DPP,TO-220F
RJK6035DPP,TO-220F
RJK6035DPP-A0,TO-220F
RJK6052DPP,TO-220F
RJK6053DPP,TO-220F
RJK6054DPP,TO-220F
RJK6066DPP,TO-220F
RJK6085DPK,TO-3P
RJK60S1DPD,DPAK/TO-252
RJK60S1DPP,TO-220F
RJK60S2DPD,DPAK/TO-252
RJK60S2DPP,TO-220F
RJK60S3DPD,DPAK/TO-252
RJK60S3DPE,D²PAK/TO-263
RJK60S3DPP,TO-220F
RJK60S4DPE,D²PAK/TO-263
RJK60S4DPP,TO-220F
RJK60S5DPE,D²PAK/TO-263
RJK60S5DPK,TO-3P
RJK60S5DPN,TO-220
RJK60S5DPP,TO-220F
RJK60S5DPQ,TO-247
RJK60S7DPK,TO-3P
RJK60S7DPP,TO-220F
RJK60S7DPQ,TO-247
RJK60S8DPK,TO-3P
RJL5012DPE,D²PAK/TO-263
RJL5012DPP,TO-220F
RJL5013DPE,D²PAK/TO-263
RJL5013DPP,TO-220F
RJL5014DPK,TO-3P
RJL5014DPP,TO-220F
RJL5014DPP-A0,TO-220F
RJL5015DPK,TO-3P
RJL5018DPK,TO-3P
RJL5020DPK,TO-3P
RJL5032DPP,TO-220F
RJL6012DPE,D²PAK/TO-263
RJL6012DPP,TO-220F
RJL6013DPE,D²PAK/TO-263
RJL6013DPP,TO-220F
RJL6014DPP,TO-220F
RJL6015DPK,TO-3P
RJL6018DPK,TO-3P
RJL6020DPK,TO-3P
RJL6032DPP,TO-220F
RJL60S5DPK,TO-3P
RJL60S5DPP,TO-220F
RK3055E,DPAK/TO-252
RSD046P05,DPAK/TO-252
RSD050N06,DPAK/TO-252
RSD050N10,DPAK/TO-252
RSD080N06,DPAK/TO-252
RSD080P05,DPAK/TO-252
RSD100N10,DPAK/TO-252
RSD130P10,DPAK/TO-252
RSD131P10,DPAK/TO-252
RSD140P06,DPAK/TO-252
RSD150N06,DPAK/TO-252
RSD160P05,DPAK/TO-252
RSD175N10,DPAK/TO-252
RSD200N05,DPAK/TO-252
RSD200N10,DPAK/TO-252
RSD201N10,DPAK/TO-252
RSD220N06,DPAK/TO-252
RSD221N06,DPAK/TO-252
RSJ10HN06,D²PAK/TO-263
RSJ151P10,D²PAK/TO-263
RSJ250P10,D²PAK/TO-263
RSJ300N10,D²PAK/TO-263
RSJ301N10,D²PAK/TO-263
RSJ400N06,D²PAK/TO-263
RSJ400N10,D²PAK/TO-263
RSJ450N04,D²PAK/TO-263
RSJ451N04,D²PAK/TO-263
RSJ550N10,D²PAK/TO-263
RSJ650N10,D²PAK/TO-263
RX1G08CGN,TO-220
RX1L08BGN,TO-220
RX3G07BBG,TO-220
RX3G18BBG,TO-220
RX3L07BBG,TO-220
RX3L18BBG,TO-220
RX3P07BBH,TO-220
RX3P07CBH,TO-220
RX3P10BBH,TO-220
RX3R05BBH,TO-220
RX3R10BBH,TO-220
SFF70N03,TO-3PF
SFF70N06,TO-3PF
SFF7N65,TO-220
SFF80N03,TO-3PF
SFF9140,TO-3PF
SFH154,TO-3P
SFH70N03,TO-3P
SFH70N06,TO-3P
SFH80N03,TO-3P
SFH9140,TO-3PN
SFI2955,I²PAK/TO-262
SFI35N06,I²PAK/TO-262
SFI36N03,I²PAK/TO-262
SFI55N06,I²PAK/TO-262
SFI60N03,I²PAK/TO-262
SFI65N03,I²PAK/TO-262
SFI65N06,I²PAK/TO-262
SFI9510,I²PAK/TO-262
SFI9520,I²PAK/TO-262
SFI9530,I²PAK/TO-262
SFI9540,I²PAK/TO-262
SFI9Z14,I²PAK/TO-262
SFI9Z24,I²PAK/TO-262
SFI9Z34,I²PAK/TO-262
SFP16N06,TO-220
SFP22N03,TO-220
SFP25N06,TO-220
SFP2955,TO-220
SFP30N03,TO-220
SFP30N06,TO-220
SFP35N06,TO-220
SFP36N03,TO-220
SFP55N06,TO-220
SFP60N03,TO-220
SFP60N03L,TO-220
SFP65N03,TO-220
SFP65N06,TO-220
SFP70N03,TO-220
SFP70N06,TO-220
SFP80N03,TO-220
SFP80N06A,TO-220
SFP9510,TO-220
SFP9520,TO-220
SFP9530,TO-220
SFP9540,TO-220
SFP9Z14,TO-220
SFP9Z24,TO-220
SFP9Z34,TO-220
SFR16N06,DPAK/TO-252
SFR22N03,DPAK/TO-252
SFR25N06,DPAK/TO-252
SFR2955,DPAK/TO-252
SFR30N03,DPAK/TO-252
SFR9014,DPAK/TO-252
SFR9024,DPAK/TO-252
SFR9034,DPAK/TO-252
SFR9110,DPAK/TO-252
SFR9120,DPAK/TO-252
SFR9130,DPAK/TO-252
SFR9210,DPAK/TO-252
SFR9220,DPAK/TO-252
SFR9230,DPAK/TO-252
SFR9230B,DPAK/TO-252
SFS16N06,TO-220F
SFS22N03,TO-220F
SFS25N06,TO-220F
SFS30N03,TO-220F
SFS35N06,TO-220F
SFS36N03,TO-220F
SFS55N06,TO-220F
SFS60N03,TO-220F
SFS65N03,TO-220F
SFS65N06,TO-220F
SFS70N03,TO-220F
SFS70N06,TO-220F
SFS80N03,TO-220F
SFS80N06A,TO-220F
SFS9510,TO-220F
SFS9520,TO-220F
SFS9530,TO-220F
SFS9540,TO-220F
SFS9Z14,TO-220F
SFS9Z24,TO-220F
SFS9Z34,TO-220F
SFT1302,"DPAK,IPAK"
SFT1327,"DPAK,IPAK"
SFT1341,"DPAK,IPAK"
SFT1342,"DPAK,IPAK"
SFT1345,"DPAK,IPAK"
SFT1350,"DPAK,IPAK"
SFT1402,"DPAK,IPAK"
SFT1403,"DPAK,IPAK"
SFT1405,"DPAK,IPAK"
SFT1407,"DPAK,IPAK"
SFT1423,"DPAK,IPAK"
SFT1427,"DPAK,IPAK"
SFT1431,"DPAK,IPAK"
SFT1440,"DPAK,IPAK"
SFT1443,"DPAK,IPAK"
SFT1445,"DPAK,IPAK"
SFT1446,"DPAK,IPAK"
SFT1450,"DPAK,IPAK"
SFT1452,"DPAK,IPAK"
SFT1458,"DPAK,IPAK"
SFU16N06,IPAK/TO-251
SFU22N03,IPAK/TO-251
SFU25N06,IPAK/TO-251
SFU2955,IPAK/TO-251
SFU30N03,IPAK/TO-251
SFU9014,IPAK/TO-251
SFU9024,IPAK/TO-251
SFU9034,IPAK/TO-251
SFU9110,IPAK/TO-251
SFU9120,IPAK/TO-251
SFU9130,IPAK/TO-251
SFU9210,IPAK/TO-251
SFU9220,IPAK/TO-251
SFU9230,IPAK/TO-251
SFU9230B,IPAK/TO-251
SFW2955,D²PAK/TO-263
SFW35N06,D²PAK/TO-263
SFW36N03,D²PAK/TO-263
SFW55N06,D²PAK/TO-263
SFW60N03,D²PAK/TO-263
SFW65N03,D²PAK/TO-263
SFW65N06,D²PAK/TO-263
SFW9510,D²PAK/TO-263
SFW9520,D²PAK/TO-263
SFW9530,D²PAK/TO-263
SFW9540,D²PAK/TO-263
SFW9Z14,D²PAK/TO-263
SFW9Z24,D²PAK/TO-263
SFW9Z34,D²PAK/TO-263
SGSIP474,TO-3PF
SGSIP475,TO-3PF
SGSIP476,TO-220F
SGSIP477,TO-3PF
SGSIP479,TO-3PN
SGSP201,TO-126
SGSP202,TO-126
SGSP211,TO-126
SGSP216,TO-126
SGSP217,TO-126
SGSP219,TO-126
SGSP221,TO-126
SGSP222,TO-126
SGSP230,TO-126
SGSP231,TO-126
SGSP232,TO-126
SGSP238,TO-126
SGSP239,TO-126
SGSP301,TO-220
SGSP302,TO-220
SGSP3055,TO-220
SGSP311,TO-220
SGSP312,TO-220
SGSP316,TO-220
SGSP317,TO-220
SGSP318,TO-220
SGSP319,TO-220
SGSP321,TO-220
SGSP322,TO-220
SGSP330,TO-220
SGSP331,TO-220
SGSP332,TO-220
SGSP351,TO-220
SGSP358,TO-220
SGSP361,TO-220
SGSP362,TO-220
SGSP363,TO-220
SGSP364,TO-220
SGSP367,TO-220
SGSP368,TO-220
SGSP369,TO-220
SGSP381,TO-220
SGSP382,TO-220
SGSP471,TO-220
SGSP472,TO-220
SGSP473,TO-3P
SGSP474,TO-3P
SGSP475,TO-3P
SGSP477,TO-3P
SGSP478,TO-3P
SGSP479,TO-3P
SGSP491,TO-3P
SGSP492,TO-3P
SGSP511,TO-3
SGSP512,TO-3
SGSP516,TO-3
SGSP517,TO-3
SGSP518,TO-3
SGSP519,TO-3
SGSP530,TO-3
SGSP531,TO-3
SGSP561,TO-3
SGSP562,TO-3
SGSP563,TO-3
SGSP564,TO-3
SGSP565,TO-3
SGSP567,TO-3
SGSP568,TO-3
SGSP569,TO-3
SGSP571,TO-3
SGSP572,TO-3
SGSP573,TO-3
SGSP574,TO-3
SGSP575,TO-3
SGSP577,TO-3
SGSP578,TO-3
SGSP579,TO-3
SGSP581,TO-3
SGSP582,TO-3
SGSP591,TO-3
SGSP592,TO-3
SiHA100N60E,TO-220F-THIN
SiHA105N60,TO-220F-THIN
SiHA11N80AE,TO-220F-THIN
SiHA11N80E,TO-220F-THIN
SiHA120N60E,TO-220F-THIN
SiHA125N60,TO-220F-THIN
SiHA12N50E,TO-220F-THIN
SiHA12N60E,TO-220F-THIN
SiHA14N60E,TO-220F-THIN
SiHA150N60E,TO-220F-THIN
SiHA155N60EF,TO-220F-THIN
SiHA15N50E,TO-220F-THIN
SiHA15N60E,TO-220F-THIN
SiHA15N65E,TO-220F-THIN
SiHA15N80AEF,TO-220F-THIN
SiHA17N80AE,TO-220F-THIN
SiHA17N80E,TO-220F-THIN
SiHA180N60E,TO-220F-THIN
SiHA186N60E,TO-220F-THIN
SiHA18N60E,TO-220F-THIN
SiHA20N50E,TO-220F-THIN
SiHA21N60EF,TO-220F-THIN
SiHA21N65EF,TO-220F-THIN
SiHA21N80,TO-220F-THIN
SiHA21N80AEF,TO-220F-THIN
SiHA22N60AE,TO-220F-THIN
SiHA22N60AEL,TO-220F-THIN
SiHA22N60E,TO-220F-THIN
SiHA22N60EF,TO-220F-THIN
SiHA22N60EL,TO-220F-THIN
SiHA240N60E,TO-220F-THIN
SiHA24N65EF,TO-220F-THIN
SiHA24N80AE,TO-220F-THIN
SiHA25N50E,TO-220F-THIN
SiHA25N60EFL,TO-220F-THIN
SiHA2N80E,TO-220F-THIN
SiHA30N60AEL,TO-220F-THIN
SiHA4N80E,TO-220F-THIN
SiHA5N80AE,TO-220F-THIN
SiHA690N60E,TO-220F-THIN
SiHA6N65E,TO-220F-THIN
SiHA6N80AE,TO-220F-THIN
SiHA6N80E,TO-220F-THIN
SiHB053N60E,D²PAK/TO-263
SiHB055N60EF,D²PAK/TO-263
SiHB065N60E,D²PAK/TO-263
SiHB068N60EF,D²PAK/TO-263
SiHB080N60E,D²PAK/TO-263
SiHB085N60EF,D²PAK/TO-263
SiHB100N60E,D²PAK/TO-263
SiHB105N60EF,D²PAK/TO-263
SiHB10N40D,D²PAK/TO-263
SiHB11N80AE,D²PAK/TO-263
SiHB11N80E,D²PAK/TO-263
SiHB120N60E,D²PAK/TO-263
SiHB125N60EF,D²PAK/TO-263
SiHB12N50C,D²PAK/TO-263
SiHB12N50E,D²PAK/TO-263
SiHB12N60E,D²PAK/TO-263
SiHB12N65E,D²PAK/TO-263
SiHB150N60E,D²PAK/TO-263
SiHB15N50E,D²PAK/TO-263
SiHB15N60E,D²PAK/TO-263
SiHB15N65E,D²PAK/TO-263
SiHB15N80AE,D²PAK/TO-263
SiHB16N50C,D²PAK/TO-263
SiHB17N80AE,D²PAK/TO-263
SiHB17N80E,D²PAK/TO-263
SiHB186N60EF,D²PAK/TO-263
SiHB18N60E,D²PAK/TO-263
SiHB20N50E,D²PAK/TO-263
SiHB21N60EF,D²PAK/TO-263
SiHB21N65EF,D²PAK/TO-263
SiHB21N80AE,D²PAK/TO-263
SiHB22N60AE,D²PAK/TO-263
SiHB22N60AEL,D²PAK/TO-263
SiHB22N60E,D²PAK/TO-263
SiHB22N60EF,D²PAK/TO-263
SiHB22N60EL,D²PAK/TO-263
SiHB22N60S,D²PAK/TO-263
SiHB22N65E,D²PAK/TO-263
SiHB23N60E,D²PAK/TO-263
SiHB24N65E,D²PAK/TO-263
SiHB24N65EF,D²PAK/TO-263
SiHB24N80AE,D²PAK/TO-263
SiHB25N50E,D²PAK/TO-263
SiHB28N60EF,D²PAK/TO-263
SiHB30N60AEL,D²PAK/TO-263
SiHB30N60E,D²PAK/TO-263
SiHB33N60E,D²PAK/TO-263
SiHB35N60E,D²PAK/TO-263
SiHB4N80E,D²PAK/TO-263
SiHB5N80AE,D²PAK/TO-263
SiHB6N65E,D²PAK/TO-263
SiHB6N80AE,D²PAK/TO-263
SiHB6N80E,D²PAK/TO-263
SiHB8N50D,D²PAK/TO-263
SiHD11N80AE,DPAK/TO-252
SiHD12N50E,DPAK/TO-252
SiHD14N60E,DPAK/TO-252
SiHD180N60E,DPAK/TO-252
SiHD186N60EF,DPAK/TO-252
SiHD1K4N60E,DPAK/TO-252
SiHD240N60E,DPAK/TO-252
SiHD2N80AE,DPAK/TO-252
SiHD2N80E,DPAK/TO-252
SiHD3N50D,DPAK/TO-252
SiHD3N50DA,DPAK/TO-252
SiHD4N80E,DPAK/TO-252
SiHD5N50D,DPAK/TO-252
SiHD5N80AE,DPAK/TO-252
SiHD690N60E,DPAK/TO-252
SiHD6N62E,DPAK/TO-252
SiHD6N65E,DPAK/TO-252
SiHD6N80AE,DPAK/TO-252
SiHD6N80E,DPAK/TO-252
SiHD7N60E,DPAK/TO-252
SiHD9N60E,DPAK/TO-252
SiHF065N60E,TO-220F
SiHF068N60EF,TO-220F
SiHF080N60E,TO-220F
SiHF085N60EF,TO-220F
SiHF10N40D,TO-220F
SiHF12N50C,TO-220F
SiHF12N60E,TO-220F
SiHF12N65E,TO-220F
SiHF15N60E,TO-220F
SiHF15N65E,TO-220F
SiHF16N50C,TO-220F
SiHF18N50C,TO-220F
SiHF18N50D,TO-220F
SiHF22N60E,TO-220F
SiHF22N65E,TO-220F
SiHF23N60E,TO-220F
SiHF28N60EF,TO-220F
SiHF30N60E,TO-220F
SiHF32N50,TO-220F
SiHF35N60E,TO-220F
SiHF35N60EF,TO-220F
SiHF520S,D²PAK/TO-263
SiHF530,TO-220F
SiHF530S,D²PAK/TO-263
SiHF540S,D²PAK/TO-263
SiHF5N50D,TO-220F
SiHF640S,D²PAK/TO-263
SiHF6N40D,TO-220F
SiHF6N65E,TO-220F
SiHF7N60E,TO-220F
SiHF840LCS,D²PAK/TO-263
SiHF8N50D,TO-220F
SiHF8N50L,TO-220F
SiHF9520S,D²PAK/TO-263
SiHF9540,TO-220F
SiHF9540S,D²PAK/TO-263
SiHF9620S,D²PAK/TO-263
SiHF9630S,D²PAK/TO-263
SiHF9640S,D²PAK/TO-263
SiHF9Z24S,D²PAK/TO-263
SiHF9Z34S,D²PAK/TO-263
SiHFB11N50A,TO-220
SiHFB13N50A,TO-220
SiHFB17N50L,TO-220
SiHFB20N50K,TO-220
SiHFB9N60A,TO-220
SiHFB9N65A,TO-220
SiHFBC20,TO-220
SiHFBC30,TO-220
SiHFBC30A,TO-220
SiHFBC40,TO-220
SiHFBC40A,TO-220
SiHFBC40AS,D²PAK/TO-263
SiHFBC40L,I²PAK/TO-262
SiHFBC40S,D²PAK/TO-263
SiHFBE30,TO-220
SiHFBE30S,D²PAK/TO-263
SiHFBF30,TO-220
SiHFBF30S,D²PAK/TO-263
SiHFBG20,TO-220
SiHFBG30,TO-220
SiHFI510G,TO-220F
SiHFI520G,TO-220F
SiHFI530G,TO-220F
SiHFI540G,TO-220F
SiHFIB5N65A,TO-220F
SiHFIB6N60A,TO-220F
SiHFIB7N50A,TO-220F
SiHFIBC20G,TO-220F
SiHFIBC30G,TO-220F
SiHFIBC40G,TO-220F
SiHFIBC40GLC,TO-220F
SiHFIBE20G,TO-220F
SiHFIBE30G,TO-220F
SiHFIZ24G,TO-220F
SiHFIZ34G,TO-220F
SiHFIZ44G,TO-220F
SiHFIZ48G,TO-220F
SiHFP048,TO-247AC
SiHFP048R,TO-247AC
SiHFP054,TO-247AC
SiHFP064,TO-247AC
SiHFP140,TO-247AC
SiHFP150,TO-247AC
SiHFP17N50L,TO-247AC
SiHFP21N60L,TO-247AC
SiHFP22N50A,TO-247AC
SiHFP22N60K,TO-247AC
SiHFP23N50L,TO-247AC
SiHFP250,TO-247AC
SiHFP260,TO-247AC
SiHFP264,TO-247AC
SiHFP26N60L,TO-247AC
SiHFP27N60K,TO-247AC
SiHFP31N50L,TO-247AC
SiHFP32N50K,TO-247AC
SiHFP350,TO-247AC
SiHFP350LC,TO-247AC
SiHFP360,TO-247AC
SiHFP360LC,TO-247AC
SiHFPC60LC,TO-247AC
SiHFPS37N50A,PLUS247
SiHFPS38N60L,PLUS247
SiHFPS40N50L,PLUS247
SiHFPS40N60K,PLUS247
SiHFPS43N50K,PLUS247
SiHFR024,DPAK/TO-252
SiHFR120,DPAK/TO-252
SiHFR1N60A,DPAK/TO-252
SiHFR214,DPAK/TO-252
SiHFR220,DPAK/TO-252
SiHFR224,DPAK/TO-252
